id,category,difficulty,question_type,question,gold_summary,gold_key_points,decision,legal_caution,requires_multi_hop,unanswerable,gold_documents,gold_quotations,claim_evidence_mapping,decision_should_identify,decision_should_warn_about,decision_should_not_claim
F66,Consumer Contracts,hard,fact_retrieval,What does the Hub say about complaint-handling information?,"The information duties include arrangements for payment, delivery/performance and, where applicable, the trader's complaint-handling policy.",complaint handling policy | payment/delivery information,provide where applicable,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F66-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],complaint handling policy -> F66-Q1,,,
F67,Consumer Contracts,hard,decision_support,I am setting up a website to sell merchandise. What information should I check before launch?,"Check the product characteristics, trader identity and address, price and charges, payment/delivery arrangements, complaint handling, withdrawal information where applicable, and other Article 6 duties.",product characteristics | identity/contact | price | payment/delivery | withdrawal where applicable,complete the required information,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F67-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],product characteristics -> F67-Q1,Article 6 information duties,specific obligations depend on the contract and applicable law,
F68,Consumer Contracts,hard,conceptual,Why does the Hub insist that information be presented clearly and understandably?,The information duties are intended to address the information imbalance between professional traders and consumers.,information asymmetry | clear and understandable information,yes,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F68-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],information asymmetry -> F68-Q1,,,
G69,Intellectual Property,easy,conceptual,What types of intellectual property are highlighted as especially relevant to influencers?,"The Hub highlights copyright, trade marks and designs among the most relevant IP rights.",copyright | trade marks | designs,relevant,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G69-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],copyright -> G69-Q1,,,
G70,Intellectual Property,easy,fact_retrieval,When does copyright protection arise according to Brief #9?,Copyright is described as arising automatically with the creation and fixation of an original work.,automatic protection | creation and fixation | original work,automatically,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G70-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],automatic protection -> G70-Q1,,,
G71,Intellectual Property,medium,scenario_application,I create an original social-media post. Could it potentially be protected by copyright?,"Yes. Brief #9 expressly notes that some original short texts, including an original social-media post, can be protected.",original social-media posts can be protected,potentially yes,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G71-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],original social-media posts can be protected -> G71-Q1,,,
G72,Intellectual Property,medium,scenario_application,Can an influencer freely use another person's song in a video just because the song is publicly available online?,"No. The brief says influencers should obtain a licence to use a song to avoid copyright infringement, subject to applicable exceptions.",public availability is not the same as permission | licensing may be required,not automatically,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G72-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],public availability is not the same as permission -> G72-Q1,,,
G73,Intellectual Property,hard,decision_support,"Before using a third-party photograph in a sponsored post, what should an influencer check?",Check the relevant copyright ownership/permission and whether a licence or another lawful basis permits the intended use.,third-party rights | permission/licensing,check rights first,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G73-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],third-party rights -> G73-Q1,rights holder | licence/permission | intended commercial use,exceptions can depend on circumstances and jurisdiction,
G74,Intellectual Property,medium,conceptual,What makes a work 'original' for the copyright explanation in Brief #9?,The content must reflect the author's free and creative choices.,free and creative choices,originality,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G74-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],free and creative choices -> G74-Q1,,,
G75,Intellectual Property,hard,scenario_application,An influencer downloads a photographer's Instagram image and uses it to promote a brand. What broad legal issue should be considered?,The influencer should consider the photographer's copyright and whether the commercial use is authorised.,third-party copyright | commercial use requires attention to rights,check authorisation,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G75-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],third-party copyright -> G75-Q1,,,
G76,Intellectual Property,easy,conceptual,What is a trade mark?,It is a distinctive sign used in trade to identify and distinguish goods or services.,distinctive sign | identify/distinguish goods or services,trade mark,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G76-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],distinctive sign -> G76-Q1,,,
G77,Intellectual Property,medium,comparison,How does copyright differ from trade marks and designs in the Hub's explanation?,"Copyright protects original creative works automatically, while trade marks and designs are industrial property rights with different protection mechanisms, including registration.",copyright automatic on original work | trade marks/designs have different protection mechanisms,different rights,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G77-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],copyright automatic on original work -> G77-Q1,,,
G78,Intellectual Property,medium,scenario_application,I design a logo for my influencer brand. Which IP category might be relevant?,"A distinctive logo can be relevant to trade-mark protection, subject to the applicable requirements.",logo | trade mark,potentially trade mark,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G78-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],logo -> G78-Q1,,,
G79,Intellectual Property,medium,scenario_application,I create the visual appearance of a product and want protection for its appearance. Which IP right should I investigate?,Design protection is the relevant IP category to investigate for the visual appearance of products.,visual appearance | designs,design protection,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G79-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],visual appearance -> G79-Q1,,,
G80,Intellectual Property,hard,decision_support,"I want to promote a product using a third party's music, image and logo. What should I do before publishing?",Identify the different IP rights involved and verify that the intended uses are authorised or otherwise lawful.,different IP rights can apply to different assets | check authorisation,verify rights before publication,,False,False,Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,G80-Q1: Copyright is an exclusive right that is granted automatically [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],different IP rights can apply to different assets -> G80-Q1,copyright | trade marks | permissions,one permission may not cover every right,
H81,Case Law,hard,case_law,What was the core issue in Kamenova (C-105/17) as presented by the Hub?,The case concerned whether an individual selling products online qualified as a trader.,individual seller | trader status,trader-status analysis,,False,False,Legal brief #3: When is an influencer a 'trader'?,H81-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],individual seller -> H81-Q1,,,
H82,Case Law,hard,case_law,What does Kamenova add to the general trader definition?,It provides contextual factors that can help determine whether an individual is acting for business purposes.,contextual criteria | individual trader status,interpret using factors,,False,False,Legal brief #3: When is an influencer a 'trader'?,H82-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],contextual criteria -> H82-Q1,,,
H83,Case Law,hard,case_law,What does Peek & Cloppenburg contribute to the influencer advertising analysis?,"The Hub uses it to explain that payment for advertising can include non-cash value, such as exchanging copyright-protected photos.",non-cash value can constitute payment/consideration | advertising relationship,potential disclosure,,False,False,Legal brief #3: When is an influencer a 'trader'?,H83-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],non-cash value can constitute payment/consideration -> H83-Q1,,,
H84,Case Law,hard,scenario_application,A brand provides valuable services to an influencer in exchange for advertising. Does the absence of a cash transfer necessarily remove the disclosure issue?,No. The Hub's discussion of Peek & Cloppenburg supports considering non-cash benefits where linked to advertising.,non-cash benefit | link to advertising,no,,False,False,Legal brief #3: When is an influencer a 'trader'?,H84-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],non-cash benefit -> H84-Q1,,,
H85,Case Law,hard,comparison,How do Kamenova and Peek & Cloppenburg address different problems?,Kamenova is used to assess trader status; Peek & Cloppenburg is used to explain the breadth of payment/value in advertising relationships.,Kamenova: trader status | Peek & Cloppenburg: advertising consideration/value,different legal questions,,False,False,Legal brief #3: When is an influencer a 'trader'?,H85-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],Kamenova: trader status -> H85-Q1,,,
H86,Case Law,hard,scenario_application,A creator is unsure whether a commercial relationship exists because the brand offered only non-cash benefits. Which case discussed in the Hub is especially relevant?,Peek & Cloppenburg is particularly relevant to the question of non-cash value connected to advertising.,non-cash benefit | advertising relationship,Peek & Cloppenburg,,False,False,Legal brief #3: When is an influencer a 'trader'?,H86-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],non-cash benefit -> H86-Q1,,,
I87,Media Law & Self-Regulation,medium,conceptual,Does complying with consumer law automatically make media-law rules irrelevant?,No. The Hub says consumer law and media law can apply at the same time.,multiple legal regimes can apply simultaneously,no,,False,False,Legal brief #4: How European consumer law interacts with media law and self-regulation,I87-Q1: media law and industry self-regulation [Legal brief #4: How European consumer law interacts with media law and self-regulation],multiple legal regimes can apply simultaneously -> I87-Q1,,,
I88,Media Law & Self-Regulation,medium,comparison,How is industry self-regulation different from mandatory consumer and media law?,"The Hub describes consumer and media law as generally mandatory, while industry self-regulation mainly relies on voluntary compliance.",mandatory law | voluntary self-regulation,different,,False,False,Legal brief #4: How European consumer law interacts with media law and self-regulation,I88-Q1: media law and industry self-regulation [Legal brief #4: How European consumer law interacts with media law and self-regulation],mandatory law -> I88-Q1,,,
I89,Media Law & Self-Regulation,medium,fact_retrieval,What does the AVMSD do in the influencer context described by the Hub?,It includes rules prohibiting hidden advertising and subliminal advertising techniques.,hidden advertising | subliminal techniques,prohibits,,False,False,Legal brief #4: How European consumer law interacts with media law and self-regulation,I89-Q1: media law and industry self-regulation [Legal brief #4: How European consumer law interacts with media law and self-regulation],hidden advertising -> I89-Q1,,,
I90,Media Law & Self-Regulation,hard,decision_support,"If I want practical guidance on recommended disclosure wording in different European countries, what resource does Brief #4 mention?",It mentions EASA's DiscloseMe tool as a source of recommended transparency disclosures across European countries.,EASA | DiscloseMe | country-specific disclosure recommendations,consult DiscloseMe and national authorities,,False,False,Legal brief #4: How European consumer law interacts with media law and self-regulation,I90-Q1: media law and industry self-regulation [Legal brief #4: How European consumer law interacts with media law and self-regulation],EASA -> I90-Q1,,,
M91,Multi-hop,hard,multi_hop,"I receive free clothing from a brand, post about it, and also sell my own clothing online. What two broad areas of the Hub should I examine?","The advertising side raises monetisation/disclosure issues, while the own-sales side raises trader, information and consumer-contract duties.",free goods can be barter/advertising | selling creates seller information duties,examine both,,True,False,Legal brief #5: Content monetisation business models and best practices | Legal brief #8: Influencers as sellers - information duties and consumer contracts,M91-Q1: Barters: you receive things ... in exchange for advertising [Legal brief #5: Content monetisation business models and best practices] || M91-Q2: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],free goods can form barter -> M91-Q1 || seller information duties -> M91-Q2,,,
M92,Multi-hop,hard,multi_hop,I receive an affiliate commission and also use a third party's photograph in the same sponsored post. What different legal areas should I check?,Check advertising disclosure for the affiliate relationship and IP/copyright permissions for the photograph.,affiliate marketing/disclosure | third-party copyright,check both,,True,False,Legal brief #6: How to disclose advertising on social media | Legal brief #9: Influencers and intellectual property - introduction and focus on copyright,M92-Q1: Point 11 prohibits undisclosed advertorials. [Legal brief #6: How to disclose advertising on social media] || M92-Q2: influencers should respect the IP of others [Legal brief #9: Influencers and intellectual property - introduction and focus on copyright],affiliate marketing requires disclosure -> M92-Q1 || third-party use may require a licence -> M92-Q2,,,
M93,Multi-hop,hard,multi_hop,I sell an online course and promote it through paid social posts. What separate obligations should I consider?,Consider advertising disclosure for the paid promotion and consumer information duties for the online course sale.,advertising disclosure | service information duties,consider both,,True,False,Legal brief #6: How to disclose advertising on social media | Legal brief #8: Influencers as sellers - information duties and consumer contracts,M93-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media] || M93-Q2: You need to indicate the main features of the goods or services. [Legal brief #8: Influencers as sellers - information duties and consumer contracts],advertising content needs disclosure -> M93-Q1 || service features must be described -> M93-Q2,,,
M94,Multi-hop,hard,multi_hop,A creator receives a free hotel stay for promotion and then sells a related travel guide. What legal roles can arise?,The creator can be acting as an advertiser in the hotel relationship and as a seller in relation to the guide.,barter/advertising | seller information duties,both roles,,True,False,Legal brief #6: How to disclose advertising on social media | Legal brief #8: Influencers as sellers - information duties and consumer contracts,M94-Q1: there needs to be a clear disclosure of advertising. [Legal brief #6: How to disclose advertising on social media] || M94-Q2: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],free service linked to advertising can require disclosure -> M94-Q1 || selling goods/services creates information duties -> M94-Q2,,,
M95,Multi-hop,hard,multi_hop,A creator has no company registration but regularly receives brand benefits and sells merchandise. How should trader status and seller obligations be analysed together?,Lack of incorporation does not automatically prevent trader status; regular commercial activity and direct sales can trigger consumer-law obligations.,natural persons can be traders | regular monetisation | direct sales information duties,potentially trader with seller obligations,,True,False,Legal brief #3: When is an influencer a 'trader'? | Legal brief #3: When is an influencer a 'trader'? | Legal brief #8: Influencers as sellers - information duties and consumer contracts,M95-Q1: This is not a checklist that ends in a yes-or-no answer. [Legal brief #3: When is an influencer a 'trader'?] || M95-Q2: the chances are very high that you are a trader. [Legal brief #3: When is an influencer a 'trader'?] || M95-Q3: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],individuals can be traders -> M95-Q1 || regular benefits make trader status more likely -> M95-Q2 || seller information duties -> M95-Q3,,,
U96,Unanswerable,hard,unanswerable,What exact maximum fine will a Dutch influencer receive for a specific undisclosed Instagram advertisement?,The Hub materials do not provide enough information to determine an exact fine for a specific Dutch case.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,,,,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U97,Unanswerable,hard,unanswerable,What exact tax amount must a Dutch influencer pay on a free product received from a brand?,The Hub is not a tax guide and does not provide an exact tax calculation for a free product.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,,,,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U98,Unanswerable,hard,unanswerable,Will the Dutch Authority for Consumers and Markets definitely fine me for my particular Instagram post?,The materials cannot establish a definite enforcement outcome for a specific person's post.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,,,,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U99,Unanswerable,hard,unanswerable,What is the exact deadline for appealing an influencer advertising sanction in France?,The Hub's general materials do not provide enough case-specific French procedural information to answer this exactly.,State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,,,,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
U100,Unanswerable,hard,unanswerable,Is this exact influencer post legally compliant under every EU Member State's national law?,"The Hub explains that national rules and practices can differ, so the available material cannot support a universal Member-State-by-Member-State conclusion.",State the limitation of the available corpus | Do not invent a jurisdiction-specific or exact answer,insufficient_information,The chatbot should distinguish corpus limitations from legal conclusions.,False,True,,,,missing jurisdiction-specific or case-specific evidence,need to consult the relevant national authority or qualified legal adviser where appropriate,"an exact fine, deadline, tax amount, or guaranteed enforcement outcome"
