id,category,difficulty,question_type,question,gold_summary,gold_key_points,decision,legal_caution,requires_multi_hop,unanswerable,gold_documents,gold_quotations,claim_evidence_mapping,decision_should_identify,decision_should_warn_about,decision_should_not_claim
D39,Content Monetisation,easy,conceptual,What is barter in influencer marketing?,Barter involves receiving goods or services in exchange for advertising or promotion.,goods/services exchanged for advertising,barter,,False,False,Legal brief 5 | Legal brief 6,"af0abd28e801-legal-brief-5-chunk-4: **Influencer marketing. ** Influencer marketing generally consists of advertising goods or services for money or advertising in exchange for goods, services, or other benefits. [Legal brief 5] | af0abd28e801-legal-brief-6-chunk-1: As we mentioned in one of our earlier videos, influencer marketing generally consists of advertising goods or services for money, goods, services, or other benefits. [Legal brief 6]","goods/services exchanged for advertising -> af0abd28e801-legal-brief-5-chunk-4, af0abd28e801-legal-brief-6-chunk-1",,,
D40,Content Monetisation,easy,conceptual,What is affiliate marketing?,"The influencer receives a percentage or commission based on sales driven, often tracked through a link or discount code.",commission based on sales | affiliate link/discount code,affiliate marketing,,False,False,Legal brief 6 | Legal brief 5,af0abd28e801-legal-brief-6-chunk-4: Often this is tracked through an affiliate link or discount code for your followers. [Legal brief 6] | af0abd28e801-legal-brief-5-chunk-7: Often this is tracked through an affiliate link or discount code for your followers. [Legal brief 5],"commission based on sales -> af0abd28e801-legal-brief-6-chunk-4, af0abd28e801-legal-brief-5-chunk-7",,,
D41,Content Monetisation,medium,comparison,How does affiliate marketing differ from an endorsement?,"An endorsement is described as payment for creating ads, whereas affiliate marketing is tied to a percentage of sales driven.",payment structure differs | affiliate model depends on sales,depends on arrangement,,False,False,Legal brief 6 | Legal brief 5,"af0abd28e801-legal-brief-6-chunk-4: c) **Affiliate marketing**: that's when you receive a percentage of every sale you drive, often based on advertising what is being sold. [Legal brief 6] | af0abd28e801-legal-brief-5-chunk-7: c) *Affiliate marketing:* you receive a percentage of every sale you drive, often based on advertising what is being sold. [Legal brief 5]","payment structure differs -> af0abd28e801-legal-brief-6-chunk-4, af0abd28e801-legal-brief-5-chunk-7",,,
D42,Content Monetisation,medium,scenario_application,A brand gives me clothing and asks me to post about it. Which monetisation model best fits the Hub?,This is a barter/gifted-product arrangement if the goods are provided in exchange for promotion.,goods exchanged for advertising | barter,barter,,False,False,Legal brief 5 | Legal brief 6,"af0abd28e801-legal-brief-5-chunk-6: b) *Barters:* you receive things (e.g. free hotel rooms, clothing) in exchange for advertising or promoting a brand - this can mean 'gifted' products and services, or public relations activities (when you are invited to a restaurant or provided with a free video game to play on YouTube). [Legal brief 5] | af0abd28e801-legal-brief-6-chunk-3: Even brand trips and PR packages can be considered barters when brands have the expectations that by providing these goods or services to you, they would benefit from your advertising services. [Legal brief 6]","goods exchanged for advertising -> af0abd28e801-legal-brief-5-chunk-6, af0abd28e801-legal-brief-6-chunk-3",,,
D43,Content Monetisation,medium,scenario_application,A creator is invited on a brand trip and the brand expects social promotion. Can this fall within barter?,Yes. The advertising brief explains that brand trips and PR packages can be barters where the brand expects advertising benefit.,brand trip | expected advertising benefit,potentially barter,,False,False,Legal brief 6 | Legal brief 5,"af0abd28e801-legal-brief-6-chunk-3: Even brand trips and PR packages can be considered barters when brands have the expectations that by providing these goods or services to you, they would benefit from your advertising services. [Legal brief 6] | af0abd28e801-legal-brief-5-chunk-6: b) *Barters:* you receive things (e.g. free hotel rooms, clothing) in exchange for advertising or promoting a brand - this can mean 'gifted' products and services, or public relations activities (when you are invited to a restaurant or provided with a free video game to play on YouTube). [Legal brief 5]","brand trip -> af0abd28e801-legal-brief-6-chunk-3, af0abd28e801-legal-brief-5-chunk-6",,,
D44,Content Monetisation,hard,scenario_application,Can one post involve more than one influencer-marketing model?,"Yes. Influencer-marketing activities can combine models, so a single post may involve multiple forms of commercial relationship.",models can overlap | do not assume one exclusive category,yes,,False,False,Legal brief 3 | Legal brief 9,"af0abd28e801-legal-brief-3-chunk-25: However, if you get more and more deals and you're serious about making money in this industry, you are likely engaging in commercial activities on a regular basis. [Legal brief 3] | af0abd28e801-legal-brief-9-chunk-5: This includes literary (e.g. a book but also computer programs fall under this category), artistic (e.g. memes), musical, visual and audiovisual works and databases. [Legal brief 9]","models can overlap -> af0abd28e801-legal-brief-3-chunk-25, af0abd28e801-legal-brief-9-chunk-5",,,
D45,Content Monetisation,hard,decision_support,I am unsure whether a free product is a gift or part of a commercial arrangement. What fact should I examine?,Examine whether the product/service was provided in connection with an expectation or purpose of advertising benefit.,purpose of the benefit | brand expectation,depends on the relationship,,False,False,Legal brief 6 | Legal brief 6,"af0abd28e801-legal-brief-6-chunk-7: In practice, that means that as long as you receive products or services from brands for free with the purpose of advertising them, there needs to be a clear disclosure of advertising. [Legal brief 6] | af0abd28e801-legal-brief-6-chunk-6: Advertorials are media content giving information about a product or a service in a way that may come across as objective (just like your other non-sponsored content), when in fact it includes advertising. [Legal brief 6]","purpose of the benefit -> af0abd28e801-legal-brief-6-chunk-7, af0abd28e801-legal-brief-6-chunk-6","agreement or expectation, nature of benefit",facts matter,
D46,Content Monetisation,hard,comparison,Why should an influencer distinguish between a casual gift and a product provided for advertising purposes?,The legal significance depends on the connection between the benefit and advertising activity; the Hub treats benefits connected to advertising as relevant to disclosure.,connection between benefit and advertising | commercial purpose,depends,,False,False,Legal brief 3 | Legal brief 4,"af0abd28e801-legal-brief-3-chunk-17: whether the seller had a legal status which enabled her to engage in commercial activities and to what extent the online sale was connected to the seller's commercial or professional activity, [Legal brief 3] | af0abd28e801-legal-brief-4-chunk-2: In the case of influencer marketing, self-regulation has led to the development of practical guidelines that sometimes even mention what hashtags need to be added for the disclosure of advertising and where. [Legal brief 4]","connection between benefit and advertising -> af0abd28e801-legal-brief-3-chunk-17, af0abd28e801-legal-brief-4-chunk-2",,,
E47,Influencers as Sellers,easy,fact_retrieval,When does Legal Brief #8 say an influencer needs to provide consumer information?,When acting as a trader and selling goods or services directly to consumers.,trader selling directly to consumers | information duties,yes,,False,False,Legal brief 5 | Legal brief 8,"af0abd28e801-legal-brief-5-chunk-17: Selling goods to consumers as a trader means you need to facilitate a lot of information to consumers which they need in order to make a well-informed decision (e.g. the existence of a right to return goods, according to the Consumer Rights Directive). [Legal brief 5] | af0abd28e801-legal-brief-8-chunk-1: When you are a trader and you sell goods or services directly to consumers, you need to know about what information you must share with your audience, so they can decide whether to purchase those goods or services from you. [Legal brief 8]","trader selling directly to consumers -> af0abd28e801-legal-brief-5-chunk-17, af0abd28e801-legal-brief-8-chunk-1",,,
E48,Influencers as Sellers,easy,fact_retrieval,What is the basic conformity principle for goods sold by an influencer?,"Goods should match the contractual description, type, quantity, quality and other agreed features.",goods must conform to the sales contract,yes,,False,False,Legal brief 7 | Legal brief 7,"af0abd28e801-legal-brief-7-chunk-4: a) 'be of the description, type, quantity and quality, and possess the functionality, compatibility, interoperability and other features, as required by the sales contract; [Legal brief 7] | af0abd28e801-legal-brief-7-chunk-8: For instance, whatever goods your consumers order have to be 'of the description, type, quantity and quality, and possess the functionality, compatibility, interoperability and other features, as required by the contract'. [Legal brief 7]","goods must conform to the sales contract -> af0abd28e801-legal-brief-7-chunk-4, af0abd28e801-legal-brief-7-chunk-8",,,
E49,Influencers as Sellers,medium,scenario_application,"I advertise a hoodie as having four pockets, but customers receive a two-pocket version. What issue does this raise?",It can be a conformity problem because the goods should have the characteristics promised in the contract.,advertised/contracted characteristics matter | goods must conform,non-conformity,,False,False,Legal brief 7 | Legal brief 7,"af0abd28e801-legal-brief-7-chunk-8: In other words - this means that the product should be as you have advertised it - if you say a hoodie has four pockets and a two-way zipper, it must have these features. [Legal brief 7] | af0abd28e801-legal-brief-7-chunk-3: According to Article 6, in order to be in conformity with the sales contract, goods must: [Legal brief 7]","advertised/contracted characteristics matter -> af0abd28e801-legal-brief-7-chunk-8, af0abd28e801-legal-brief-7-chunk-3",,,
E50,Influencers as Sellers,medium,scenario_application,"A customer tells me they need a camera for diving and I say my product is suitable, but it is not waterproof. What issue may arise?",The product may fail a particular-purpose conformity requirement if that purpose was communicated and accepted.,particular purpose communicated | seller's acceptance matters,potential non-conformity,,False,False,Legal brief 7 | Legal brief 7,"af0abd28e801-legal-brief-7-chunk-8: Basically if someone sends you an email to ask if a camera you're selling is waterproof and can be used in diving, and you say yes, then this must be accurate. [Legal brief 7] | af0abd28e801-legal-brief-7-chunk-5: b) be fit for any particular purpose for which the consumer requires them and which the consumer made known to the seller at the latest at the time of the conclusion of the sales contract, and in respect of which the seller has given acceptance; [Legal brief 7]","particular purpose communicated -> af0abd28e801-legal-brief-7-chunk-8, af0abd28e801-legal-brief-7-chunk-5",,,
E51,Influencers as Sellers,medium,conceptual,What does 'non-conformity' mean in the seller context?,It concerns goods or services not meeting the contractual or applicable conformity expectations.,product/service must meet contractual expectations,non-conformity,,False,False,Legal brief 8 | Legal brief 7,"af0abd28e801-legal-brief-8-chunk-8: e) the total price of the goods or services inclusive of taxes, or where the nature of the goods or services is such that the price cannot reasonably be calculated in advance, the manner in which the price is to be calculated, as well as, where applicable, all additional freight, delivery or postal charges and any other costs or, where those charges cannot reasonably be calculated in advance, the fact that such additional charges may be payable. [Legal brief 8] | af0abd28e801-legal-brief-7-chunk-3: According to Article 6, in order to be in conformity with the sales contract, goods must: [Legal brief 7]","product/service must meet contractual expectations -> af0abd28e801-legal-brief-8-chunk-8, af0abd28e801-legal-brief-7-chunk-3",,,
E52,Influencers as Sellers,hard,scenario_application,"If a seller provides the wrong quantity of goods, can that be relevant to conformity?",Yes. Quantity is expressly included among the characteristics that goods must meet under the sales contract.,quantity is a conformity requirement,yes,,False,False,Legal brief 7 | Legal brief 7,"af0abd28e801-legal-brief-7-chunk-3: According to Article 6, in order to be in conformity with the sales contract, goods must: [Legal brief 7] | af0abd28e801-legal-brief-7-chunk-18: If the relevant standards are not met, then consumers have a few rights that you need to be aware of (Article 13): they can ask for the goods to be repaired, they can ask for a price reduction proportionate with the lack of conformity, or they can terminate the contract, which means that they would be entitled to get their money back from you and send you the goods back. [Legal brief 7]","quantity is a conformity requirement -> af0abd28e801-legal-brief-7-chunk-3, af0abd28e801-legal-brief-7-chunk-18",,,
E53,Influencers as Sellers,medium,scenario_application,A digital product is incompatible with the functionality promised to the consumer. What broad issue should the influencer consider?,The influencer should consider whether the digital product/service meets the agreed requirements and expectations.,functionality can be part of conformity | contract terms matter,potential non-conformity,,False,False,Legal brief 7 | Legal brief 2,"af0abd28e801-legal-brief-7-chunk-30: In the Digital Content Directive, very similarly to the Consumer Sales Directive, Articles 7 and 8 outline the 'subjective' and 'objective' standards for conformity. [Legal brief 7] | af0abd28e801-legal-brief-2-chunk-8: It is your responsibility to ensure that standard terms meet the requirements of the Unfair Contract Terms Directive. [Legal brief 2]","functionality can be part of conformity -> af0abd28e801-legal-brief-7-chunk-30, af0abd28e801-legal-brief-2-chunk-8",,,
E54,Influencers as Sellers,hard,decision_support,What should an influencer check before launching a product that they describe in detail on social media?,They should ensure the product actually matches the descriptions and features they communicate to consumers.,marketing claims should match the product | conformity,verify claims before sale,,False,False,Legal brief 8 | Legal brief 5,"af0abd28e801-legal-brief-8-chunk-40: This is particularly important as social media platforms make more social commerce features available, which allow consumers to purchase products directly from their apps. [Legal brief 8] | af0abd28e801-legal-brief-5-chunk-1: Influencer marketing is only one of the business models that grew in the booming content monetisation economy - where individuals are able to earn money through creating content for social media. [Legal brief 5]","marketing claims should match the product -> af0abd28e801-legal-brief-8-chunk-40, af0abd28e801-legal-brief-5-chunk-1","description, features, quality",do not promise features the product lacks,
E55,Influencers as Sellers,medium,fact_retrieval,Why does the Hub connect product quality with an influencer's reputation?,"It notes that poor-quality products can cause negative reviews and reduced sales, in addition to legal problems.",quality has legal and business consequences,quality matters,,False,False,Legal brief 7 | Legal brief 5,af0abd28e801-legal-brief-7-chunk-1: Selling subpar products will most likely get you negative reviews and a decrease in sales. [Legal brief 7] | af0abd28e801-legal-brief-5-chunk-22: The new General Product Safety Regulation rules require all producers to only place safe products on the market. [Legal brief 5],"quality has legal and business consequences -> af0abd28e801-legal-brief-7-chunk-1, af0abd28e801-legal-brief-5-chunk-22",,,
E56,Influencers as Sellers,hard,comparison,How is a seller's obligation different from simply making a sponsored post?,Selling involves consumer-contract and conformity obligations in addition to advertising-related duties.,selling triggers seller obligations | advertising and selling are distinct legal roles,different obligations,,False,False,Legal brief 7 | Legal brief 8,"af0abd28e801-legal-brief-7-chunk-1: Making sure you deliver high quality goods that are not harmful for consumers is not only a legal obligation, but a healthy business mindset of growing your reputation. [Legal brief 7] | af0abd28e801-legal-brief-8-chunk-33: These new obligations are meant to create more transparency in selling on social media and other platforms like marketplaces. [Legal brief 8]","selling triggers seller obligations -> af0abd28e801-legal-brief-7-chunk-1, af0abd28e801-legal-brief-8-chunk-33",,,
E57,Influencers as Sellers,hard,scenario_application,An influencer sells a service that does not match what was promised in the contract. Can the same conformity logic be relevant to services?,Yes. The seller training covers goods and services and stresses that consumers should receive what was promised.,services are also covered | promised performance matters,potentially yes,,False,False,Legal brief 7 | Legal brief 7,"af0abd28e801-legal-brief-7-chunk-18: If the relevant standards are not met, then consumers have a few rights that you need to be aware of (Article 13): they can ask for the goods to be repaired, they can ask for a price reduction proportionate with the lack of conformity, or they can terminate the contract, which means that they would be entitled to get their money back from you and send you the goods back. [Legal brief 7] | af0abd28e801-legal-brief-7-chunk-1: When you sell goods and services to your consumer audience, you need to make sure that they receive what they were promised within a reasonable time, according to your agreement, and that the quality of what they ordered reflects both of your expectations. [Legal brief 7]","services are also covered -> af0abd28e801-legal-brief-7-chunk-18, af0abd28e801-legal-brief-7-chunk-1",,,
E58,Influencers as Sellers,medium,fact_retrieval,Why should a seller make sure product descriptions are accurate?,The Hub explains that goods should correspond to what was advertised and agreed with the consumer.,description is part of conformity | advertising and contract expectations connect,yes,,False,False,Legal brief 7 | Legal brief 7,"af0abd28e801-legal-brief-7-chunk-1: When you sell goods and services to your consumer audience, you need to make sure that they receive what they were promised within a reasonable time, according to your agreement, and that the quality of what they ordered reflects both of your expectations. [Legal brief 7] | af0abd28e801-legal-brief-7-chunk-14: b) where applicable, be of the quality and correspond to the description of a sample or model that the seller made available to the consumer before the conclusion of the contract; [Legal brief 7]","description is part of conformity -> af0abd28e801-legal-brief-7-chunk-1, af0abd28e801-legal-brief-7-chunk-14",,,
F59,Consumer Contracts,easy,fact_retrieval,What EU instrument does Legal Brief #8 identify as setting information duties for online consumer contracts?,The Consumer Rights Directive is identified as the source of the information duties discussed.,Consumer Rights Directive | online contracts,Consumer Rights Directive,,False,False,Legal brief 8 | Legal brief 2,"af0abd28e801-legal-brief-8-chunk-2: To improve this situation, the Consumer Rights Directive has set out, since 2011, clear rules relating to what information traders need to share with consumers. [Legal brief 8] | af0abd28e801-legal-brief-2-chunk-10: The Consumer Rights Directive, which outlines the information that consumers need to be given before they buy goods, services or digital content. [Legal brief 2]","Consumer Rights Directive -> af0abd28e801-legal-brief-8-chunk-2, af0abd28e801-legal-brief-2-chunk-10",,,
F60,Consumer Contracts,easy,fact_retrieval,What kinds of contracts are especially covered by the information rules discussed in Brief #8?,The rules apply in particular to contracts concluded online or outside business premises.,online contracts | off-premises contracts,yes,,False,False,Legal brief 8 | Legal brief 8,"af0abd28e801-legal-brief-8-chunk-2: They apply in particular to contracts concluded online, or outside of business premises (for instance when someone sells something to you in your own home). [Legal brief 8] | af0abd28e801-legal-brief-8-chunk-33: A more recent European law, called the Digital Services Act, has imposed additional information duties on traders who make contracts with consumers via digital platforms. [Legal brief 8]","online contracts -> af0abd28e801-legal-brief-8-chunk-2, af0abd28e801-legal-brief-8-chunk-33",,,
F61,Consumer Contracts,medium,fact_retrieval,What information about the trader's identity should an influencer provide when selling online?,"The list includes the trader's identity/trading name and contact information, including a geographical address and available communication details.",identity/trading name | contact details | geographical address,provide required information,,False,False,Legal brief 8 | Legal brief 1,"af0abd28e801-legal-brief-8-chunk-6: c) the geographical address at which the trader is established and the trader's telephone number, fax number and e-mail address, where available, to enable the consumer to contact the trader quickly and communicate with him efficiently and, where applicable, the geographical address and identity of the trader on whose behalf he is acting; [Legal brief 8] | af0abd28e801-legal-brief-1-chunk-4: For instance, if you are a trader as an influencer and you sell things online, it means you need to share details such as your address or contact information. [Legal brief 1]","identity/trading name -> af0abd28e801-legal-brief-8-chunk-6, af0abd28e801-legal-brief-1-chunk-4",,,
F62,Consumer Contracts,medium,fact_retrieval,Does the Hub mention the total price as part of the information duties?,"Yes. The list includes the total price including taxes and, where applicable, additional charges or how the price is calculated.",total price | taxes/additional charges,yes,,False,False,Legal brief 8 | Legal brief 8,"af0abd28e801-legal-brief-8-chunk-8: e) the total price of the goods or services inclusive of taxes, or where the nature of the goods or services is such that the price cannot reasonably be calculated in advance, the manner in which the price is to be calculated, as well as, where applicable, all additional freight, delivery or postal charges and any other costs or, where those charges cannot reasonably be calculated in advance, the fact that such additional charges may be payable. [Legal brief 8] | af0abd28e801-legal-brief-8-chunk-33: A more recent European law, called the Digital Services Act, has imposed additional information duties on traders who make contracts with consumers via digital platforms. [Legal brief 8]","total price -> af0abd28e801-legal-brief-8-chunk-8, af0abd28e801-legal-brief-8-chunk-33",,,
F63,Consumer Contracts,medium,scenario_application,I sell an online coaching course but do not explain what the coaching includes. What information duty could this raise?,The Hub gives coaching as an example and says sellers need to indicate the main features of goods or services.,main features of services | coaching description,potential issue,,False,False,Legal brief 8 | Legal brief 8,"af0abd28e801-legal-brief-8-chunk-27: **You need to indicate the main features of the goods or services. ** For instance, if you sell hoodies, you need to share some basic descriptions of the material they are made of. [Legal brief 8] | af0abd28e801-legal-brief-8-chunk-1: When you are a trader and you sell goods or services directly to consumers, you need to know about what information you must share with your audience, so they can decide whether to purchase those goods or services from you. [Legal brief 8]","main features of services -> af0abd28e801-legal-brief-8-chunk-27, af0abd28e801-legal-brief-8-chunk-1",,,
F64,Consumer Contracts,medium,scenario_application,Can an influencer who works from home simply omit their geographical address because it is inconvenient?,"The Hub says the geographical address must be shared, while acknowledging privacy concerns and suggesting consideration of alternatives such as a business address where available.",geographical address is an information duty | privacy concerns do not automatically remove the duty,not automatically,,False,False,Legal brief 8 | Legal brief 1,"af0abd28e801-legal-brief-8-chunk-28: **You also need to share your geographical address. ** If you don't have a business registration, and you still operate from your own home, this may be a big problem. [Legal brief 8] | af0abd28e801-legal-brief-1-chunk-4: For instance, if you are a trader as an influencer and you sell things online, it means you need to share details such as your address or contact information. [Legal brief 1]","geographical address is an information duty -> af0abd28e801-legal-brief-8-chunk-28, af0abd28e801-legal-brief-1-chunk-4",,,
F65,Consumer Contracts,hard,fact_retrieval,What information does the Hub mention about withdrawal rights?,"Where a withdrawal right exists, consumers should receive information about conditions, time limits and procedures, including the model withdrawal form where applicable.",withdrawal conditions | time limit and procedures | model form,depends on the contract,,False,False,Legal brief 8 | Legal brief 5,"af0abd28e801-legal-brief-8-chunk-13: h) where a right of withdrawal exists, the conditions, time limit and procedures for exercising that right in accordance with Article 11(1), as well as the model withdrawal form set out in Annex I(B); [Legal brief 8] | af0abd28e801-legal-brief-5-chunk-17: Selling goods to consumers as a trader means you need to facilitate a lot of information to consumers which they need in order to make a well-informed decision (e.g. the existence of a right to return goods, according to the Consumer Rights Directive). [Legal brief 5]","withdrawal conditions -> af0abd28e801-legal-brief-8-chunk-13, af0abd28e801-legal-brief-5-chunk-17",,,
F66,Consumer Contracts,hard,fact_retrieval,What does the Hub say about complaint-handling information?,"The information duties include arrangements for payment, delivery/performance and, where applicable, the trader's complaint-handling policy.",complaint handling policy | payment/delivery information,provide where applicable,,False,False,Legal brief 8 | Legal brief 8,"af0abd28e801-legal-brief-8-chunk-10: g) the arrangements for payment, delivery, performance, the time by which the trader undertakes to deliver the goods or to perform the services and, where applicable, the trader's complaint handling policy; [Legal brief 8] | af0abd28e801-legal-brief-8-chunk-8: e) the total price of the goods or services inclusive of taxes, or where the nature of the goods or services is such that the price cannot reasonably be calculated in advance, the manner in which the price is to be calculated, as well as, where applicable, all additional freight, delivery or postal charges and any other costs or, where those charges cannot reasonably be calculated in advance, the fact that such additional charges may be payable. [Legal brief 8]","complaint handling policy -> af0abd28e801-legal-brief-8-chunk-10, af0abd28e801-legal-brief-8-chunk-8",,,
F67,Consumer Contracts,hard,decision_support,I am setting up a website to sell merchandise. What information should I check before launch?,"Check the product characteristics, trader identity and address, price and charges, payment/delivery arrangements, complaint handling, withdrawal information where applicable, and other Article 6 duties.",product characteristics | identity/contact | price | payment/delivery | withdrawal where applicable,complete the required information,,False,False,Legal brief 8 | Legal brief 8,"af0abd28e801-legal-brief-8-chunk-10: g) the arrangements for payment, delivery, performance, the time by which the trader undertakes to deliver the goods or to perform the services and, where applicable, the trader's complaint handling policy; [Legal brief 8] | af0abd28e801-legal-brief-8-chunk-8: e) the total price of the goods or services inclusive of taxes, or where the nature of the goods or services is such that the price cannot reasonably be calculated in advance, the manner in which the price is to be calculated, as well as, where applicable, all additional freight, delivery or postal charges and any other costs or, where those charges cannot reasonably be calculated in advance, the fact that such additional charges may be payable. [Legal brief 8]","product characteristics -> af0abd28e801-legal-brief-8-chunk-10, af0abd28e801-legal-brief-8-chunk-8",Article 6 information duties,specific obligations depend on the contract and applicable law,
F68,Consumer Contracts,hard,conceptual,Why does the Hub insist that information be presented clearly and understandably?,The information duties are intended to address the information imbalance between professional traders and consumers.,information asymmetry | clear and understandable information,yes,,False,False,Legal brief 8 | Legal brief 8,"af0abd28e801-legal-brief-8-chunk-2: To improve this situation, the Consumer Rights Directive has set out, since 2011, clear rules relating to what information traders need to share with consumers. [Legal brief 8] | af0abd28e801-legal-brief-8-chunk-33: A more recent European law, called the Digital Services Act, has imposed additional information duties on traders who make contracts with consumers via digital platforms. [Legal brief 8]","information asymmetry -> af0abd28e801-legal-brief-8-chunk-2, af0abd28e801-legal-brief-8-chunk-33",,,
G69,Intellectual Property,easy,conceptual,What types of intellectual property are highlighted as especially relevant to influencers?,"The Hub highlights copyright, trade marks and designs among the most relevant IP rights.",copyright | trade marks | designs,relevant,,False,False,Legal brief 10 | Legal brief 9,"af0abd28e801-legal-brief-10-chunk-3: This brief focuses on trade marks and designs as these IP rights are among the most relevant for influencers. [Legal brief 10] | af0abd28e801-legal-brief-9-chunk-3: IP rights encompass copyright and industrial property rights, such as trade marks, designs, patents and geographical indications. [Legal brief 9]","copyright -> af0abd28e801-legal-brief-10-chunk-3, af0abd28e801-legal-brief-9-chunk-3",,,
G70,Intellectual Property,easy,fact_retrieval,When does copyright protection arise according to Brief #9?,Copyright is described as arising automatically with the creation and fixation of an original work.,automatic protection | creation and fixation | original work,automatically,,False,False,Legal brief 9 | Legal brief 9,"af0abd28e801-legal-brief-9-chunk-5: Copyright is an exclusive right that is granted automatically with the creation and fixation of the original work. [Legal brief 9] | af0abd28e801-legal-brief-9-chunk-9: **When, where and for how long? ** In the EU, copyright protection is obtained automatically when there is a fixation in any form of the work created. [Legal brief 9]","automatic protection -> af0abd28e801-legal-brief-9-chunk-5, af0abd28e801-legal-brief-9-chunk-9",,,
G71,Intellectual Property,medium,scenario_application,I create an original social-media post. Could it potentially be protected by copyright?,"Yes. Brief #9 expressly notes that some original short texts, including an original social-media post, can be protected.",original social-media posts can be protected,potentially yes,,False,False,Legal brief 9 | Legal brief 9,"af0abd28e801-legal-brief-9-chunk-5: Some original short texts can be copyright protected, such as an original social media post. [Legal brief 9] | af0abd28e801-legal-brief-9-chunk-10: For example, an influencer, who might also be a content creator in some case, can mark their copyrighted works by including the copyright symbol (©), followed by their name and the year of the work's creation. [Legal brief 9]","original social-media posts can be protected -> af0abd28e801-legal-brief-9-chunk-5, af0abd28e801-legal-brief-9-chunk-10",,,
G72,Intellectual Property,medium,scenario_application,Can an influencer freely use another person's song in a video just because the song is publicly available online?,"No. The brief says influencers should obtain a licence to use a song to avoid copyright infringement, subject to applicable exceptions.",public availability is not the same as permission | licensing may be required,not automatically,,False,False,Legal brief 9 | Legal brief 9,"af0abd28e801-legal-brief-9-chunk-6: An influencer may also use a song in their videos, in which case, they should obtain the licence to use it in order to avoid committing an IP infringement (licensing and how to avoid copyright infringement is explained later in the document). [Legal brief 9] | af0abd28e801-legal-brief-9-chunk-41: If the influencer's work or a part of it has been used by a third party without their permission, a copyright infringement may be constituted. [Legal brief 9]","public availability is not the same as permission -> af0abd28e801-legal-brief-9-chunk-6, af0abd28e801-legal-brief-9-chunk-41",,,
G73,Intellectual Property,hard,decision_support,"Before using a third-party photograph in a sponsored post, what should an influencer check?",Check the relevant copyright ownership/permission and whether a licence or another lawful basis permits the intended use.,third-party rights | permission/licensing,check rights first,,False,False,Legal brief 9 | Legal brief 9,"af0abd28e801-legal-brief-9-chunk-6: An influencer may also use a song in their videos, in which case, they should obtain the licence to use it in order to avoid committing an IP infringement (licensing and how to avoid copyright infringement is explained later in the document). [Legal brief 9] | af0abd28e801-legal-brief-9-chunk-22: Sometimes authors decide to use Creative Commons (CC0) licensing which is a pre-established system where the rights holder defines in advance the terms under which its works can be reused and shared by an influencer. [Legal brief 9]","third-party rights -> af0abd28e801-legal-brief-9-chunk-6, af0abd28e801-legal-brief-9-chunk-22","rights holder, licence/permission, intended commercial use",exceptions can depend on circumstances and jurisdiction,
G74,Intellectual Property,medium,conceptual,What makes a work 'original' for the copyright explanation in Brief #9?,The content must reflect the author's free and creative choices.,free and creative choices,originality,,False,False,Legal brief 9 | Legal brief 9,"af0abd28e801-legal-brief-9-chunk-5: To be considered original, the content must be a concrete expression of the author's free and creative choices. [Legal brief 9] | af0abd28e801-legal-brief-9-chunk-31: To use third party's content you must seek authorisation of the author or the rights holder either directly from the rights holder or from a collective management organisation, or using the work in the terms established in an open license. [Legal brief 9]","free and creative choices -> af0abd28e801-legal-brief-9-chunk-5, af0abd28e801-legal-brief-9-chunk-31",,,
G75,Intellectual Property,hard,scenario_application,An influencer downloads a photographer's Instagram image and uses it to promote a brand. What broad legal issue should be considered?,The influencer should consider the photographer's copyright and whether the commercial use is authorised.,third-party copyright | commercial use requires attention to rights,check authorisation,,False,False,Legal brief 9 | Legal brief 9,"af0abd28e801-legal-brief-9-chunk-6: An influencer may also use a song in their videos, in which case, they should obtain the licence to use it in order to avoid committing an IP infringement (licensing and how to avoid copyright infringement is explained later in the document). [Legal brief 9] | af0abd28e801-legal-brief-9-chunk-41: It would be helpful if the influencer has proof of their work with a date, e.g. documenting their work, or considering copyright registries for some works. [Legal brief 9]","third-party copyright -> af0abd28e801-legal-brief-9-chunk-6, af0abd28e801-legal-brief-9-chunk-41",,,
G76,Intellectual Property,easy,conceptual,What is a trade mark?,It is a distinctive sign used in trade to identify and distinguish goods or services.,distinctive sign | identify/distinguish goods or services,trade mark,,False,False,Legal brief 10 | Legal brief 10,"af0abd28e801-legal-brief-10-chunk-7: A **trade mark** is a distinctive sign used in trade to identify and distinguish the goods (e.g. a t-shirt) and services (e.g. promotion of goods through influencers) of an individual or company, from the goods or services of another. [Legal brief 10] | af0abd28e801-legal-brief-10-chunk-6: **In this legal brief, we focus on trade marks and designs**, which we believe would be most useful to protect the goods and services that influencers create and promote. [Legal brief 10]","distinctive sign -> af0abd28e801-legal-brief-10-chunk-7, af0abd28e801-legal-brief-10-chunk-6",,,
